responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
1996,1992,Female,Other,Other,No,Single person,More than 5 years,Metro
1997,1957,Female,Health Care and Social Assistance,Other,No,Single person,More than 5 years,Regional
1998,1966,Female,Other Services,Other,No,One parent family with dependent children,More than 5 years,Metro
1999,1972,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2000,1981,Female,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2001,1980,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
2002,1981,Female,Information Media and Telecommunications,Professionals - ICT Professionals,No,Single person,Between 1 and 5 years,Metro
2003,1990,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
2004,1969,Male,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,More than 5 years,Metro
2005,1981,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2006,2001,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Single person,Between 6 and 12 months,Metro
2007,1973,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Metro
2008,1989,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2009,1978,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,More than 5 years,Metro
2010,1985,Female,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
2011,1996,Female,Other,Other,Yes,Couple with dependent children,Between 6 and 12 months,Regional
2012,1969,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
2013,1977,Male,Health Care and Social Assistance,Professionals - ICT Professionals,No,Couple with dependent children,Between 1 and 5 years,Metro
2014,1995,Female,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2015,1989,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2016,1984,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Regional
2017,1971,Female,Other,"Managers - Chief Executives, General Managers and Legislators",No,Couple with dependent children,Between 1 and 5 years,Regional
2018,1992,Female,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
2019,1985,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2020,1967,Female,Education and Training,Professionals - Education Professionals,No,Couple with dependent children,More than 5 years,Metro
2021,1988,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,One parent family with dependent children,Between 1 and 5 years,Metro
2022,1957,Female,Other,Other,Yes,Couple with no dependent children,More than 5 years,Metro
2023,1980,Female,Information Media and Telecommunications,Professionals - ICT Professionals,No,Group household,More than 5 years,Metro
2024,1983,Male,Retail Trade,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2025,1994,Female,Other,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2026,1995,Male,Other,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2027,1962,Female,Other,Professionals - ICT Professionals,No,Single person,Between 6 and 12 months,Metro
2028,1982,Male,Retail Trade,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2029,1977,Female,Other,Other,No,Couple with dependent children,More than 5 years,Metro
2030,1971,Female,Retail Trade,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2031,1974,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2032,1990,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 6 and 12 months,Metro
2033,1995,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 6 and 12 months,Metro
2034,1977,Female,Health Care and Social Assistance,Other,No,Couple with no dependent children,More than 5 years,Metro
2035,1978,Female,Health Care and Social Assistance,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
2036,1976,Male,Other Services,Other,Yes,Group household,Between 1 and 5 years,Metro
2037,2002,Female,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 6 and 12 months,Regional
2038,1985,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,No,Couple with dependent children,Between 6 and 12 months,Metro
2039,1975,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Group household,More than 5 years,Regional
2040,1969,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
2041,1980,Female,Education and Training,Professionals - Education Professionals,Yes,Couple with dependent children,Between 6 and 12 months,Metro
2042,1959,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,No,Couple with dependent children,More than 5 years,Metro
2043,1976,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
2044,1981,Male,Other,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2045,1990,Female,Information Media and Telecommunications,Other,No,Couple with dependent children,More than 5 years,Metro
2046,1978,Male,Other,Professionals - ICT Professionals,No,Couple with dependent children,More than 5 years,Metro
2047,1996,Female,Education and Training,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2048,1991,Female,Education and Training,Professionals - Education Professionals,Yes,Group household,Between 1 and 5 years,Metro
2049,1984,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
2050,1996,I would rather not say,"Professional, Scientific and Technical",Professionals - ICT Professionals,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2051,1989,Female,Financial and Insurance,Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
2052,1990,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
2053,1986,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Regional
2054,2000,Female,Other,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
2055,1985,Female,Other,Other,No,Multiple family household,Between 1 and 5 years,Regional
2056,1978,Male,Other,Other,Yes,Couple with dependent children,More than 5 years,Regional
2057,1966,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,More than 5 years,Metro
2058,1992,Male,Other,Other,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2059,1993,Male,Financial and Insurance,Other,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2060,1995,Female,Financial and Insurance,Other,Yes,Couple with dependent children,Between 6 and 12 months,Metro
2061,1965,Female,Financial and Insurance,Other,No,Couple with no dependent children,Between 1 and 5 years,Regional
2062,1999,Female,Information Media and Telecommunications,Other,No,Single person,Between 1 and 5 years,Metro
2063,1964,Female,Financial and Insurance,Other,No,Couple with dependent children,More than 5 years,Metro
2064,1985,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,Between 1 and 5 years,Metro
2065,1985,Female,Other,Other,No,Single person,Between 1 and 5 years,Regional
2066,1983,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
2067,1985,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2068,1978,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Metro
2069,2000,Male,Information Media and Telecommunications,Other,No,Group household,Between 6 and 12 months,Regional
2070,1997,Female,Other Services,Managers - Specialist Managers,Yes,Single person,Between 1 and 5 years,Metro
2071,1989,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
2072,1982,Male,Retail Trade,Other,Yes,Couple with dependent children,Between 1 and 5 years,Regional
2073,1992,Female,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2074,1983,Male,Education and Training,Managers - Specialist Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
2075,1966,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with dependent children,More than 5 years,Metro
2076,1966,Male,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
2077,1973,Female,Other,Other,No,Couple with dependent children,More than 5 years,Regional
2078,1995,Female,Information Media and Telecommunications,Other,Yes,Multiple family household,Between 1 and 5 years,Metro
2079,1962,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,More than 5 years,Metro
