responder_id,birth_year,gender,industry_desc,occupation_desc,organization_size,manage_others,household,years_at_job,metro_or_regional,rw_percentage_2020,org_encouraged_rw,org_prepared_for_rw,rw_is_common_at_org,rw_permission_is_attainable,rw_collaboration_easy,preferred_rw_percentage_2020,preferred_rw_percentage_future,if_no_covid_employer_encourage_rw,if_no_covid_employer_support_rw,if_no_covid_i_would_have_choice_about_rw,productivity_remote_vs_office,inperson_hours__commuting,inperson_hours__working,inperson_hours__personal_family_time,inperson_hours_domestic_responsibilities,remote_hours_commuting,remote_hours_working,remote_hours_personal_family_time,remote_hours_domestic_responsibilities
1926,1978,Female,Financial and Insurance,Other,More than 200,No,Single person,Between 1 and 5 years,Metro,4-5 days,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4-5 days,4-5 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,much more productive,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0
1927,1986,Female,Education and Training,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro,3-4 days,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,4-5 days,4-5 days,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,much more productive,2.0,7.0,4.0,3.0,1.0,9.0,4.0,2.0
1928,1985,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,4-5 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4-5 days,4-5 days,Somewhat likely,Somewhat likely,Somewhat likely,same productivity,1.5,7.5,4.0,1.0,1.5,8.5,2.0,2.0
1929,1980,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,4-5 days,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,1-2 days,1-2 days,Very likely,Somewhat likely,Very likely,much more productive,2.0,8.0,3.0,3.0,2.0,8.0,3.0,3.0
1930,1974,Female,Education and Training,Professionals - Education Professionals,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,1-2 days,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,0-1 days,0-1 days,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,much less productive,2.0,8.0,2.0,2.0,0.5,9.0,2.0,2.0
1931,1975,Male,Other,Other,I am a sole trader/owner-operator,No,Couple with no dependent children,Between 1 and 5 years,Regional,1-2 days,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1-2 days,1-2 days,Neither unlikely or likely,Somewhat likely,Somewhat likely,more productive,1.0,7.0,5.0,3.0,0.0,8.0,5.0,3.0
1932,1970,Female,Other Services,Other,Between 5 and 19,Yes,Single person,Between 1 and 5 years,Metro,4-5 days,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,3-4 days,3-4 days,Neither unlikely or likely,Somewhat likely,Somewhat likely,more productive,1.5,7.0,4.0,3.5,0.5,7.0,4.0,4.0
1933,1993,Female,Other,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Couple with no dependent children,Between 6 and 12 months,Metro,1-2 days,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,1-2 days,1-2 days,Somewhat unlikely,Somewhat likely,Somewhat likely,same productivity,3.0,8.0,1.0,2.0,2.0,2.0,4.0,2.5
1934,1976,Male,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with dependent children,More than 5 years,Metro,4-5 days,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,4-5 days,4-5 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,same productivity,3.0,9.0,3.0,3.0,0.0,10.0,3.0,3.0
1935,1999,Female,Other,Other,More than 200,Yes,One parent family with dependent children,Between 6 and 12 months,Metro,3-4 days,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,1-2 days,1-2 days,Somewhat likely,Neither unlikely or likely,Somewhat unlikely,more productive,3.0,10.0,3.0,5.0,3.0,6.0,5.0,3.0
1936,1978,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,Single person,More than 5 years,Metro,4-5 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,4-5 days,4-5 days,Very unlikely,Very likely,Neither unlikely or likely,much more productive,2.0,7.5,4.5,2.0,0.0,7.5,6.5,2.0
1937,1985,Female,Health Care and Social Assistance,Other,More than 200,No,Couple with dependent children,More than 5 years,Metro,3-4 days,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,4-5 days,1-2 days,Very unlikely,Very unlikely,Neither unlikely or likely,much more productive,3.0,8.0,4.0,2.0,0.5,8.0,5.5,3.0
1938,1971,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,One parent family with dependent children,Between 1 and 5 years,Metro,1-2 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,1-2 days,2-3 days,Very likely,Somewhat likely,Somewhat likely,much more productive,2.0,3.0,2.0,3.0,0.5,3.0,5.0,3.0
1939,1982,Male,Other,Other,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,4-5 days,4-5 days,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,more productive,0.5,6.0,6.0,1.5,0.0,6.0,6.5,1.5
1940,1972,Female,Other,Other,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,3-4 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,2-3 days,2-3 days,Neither unlikely or likely,Somewhat likely,Somewhat likely,much more productive,3.0,9.0,3.0,3.0,1.0,10.0,3.0,3.0
1941,1991,Female,"Professional, Scientific and Technical",Other,More than 200,No,Single person,Between 1 and 5 years,Metro,0-1 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,0-1 days,0-1 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,less productive,1.5,7.0,5.5,1.0,0.0,7.0,6.0,2.0
1942,1977,Male,Health Care and Social Assistance,Professionals - ICT Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,4-5 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,1-2 days,4-5 days,Somewhat likely,Somewhat likely,Somewhat likely,much more productive,3.0,8.0,1.0,5.0,0.0,9.0,4.0,3.0
1943,1981,Male,Retail Trade,Other,Between 5 and 19,No,Couple with dependent children,Between 6 and 12 months,Metro,1-2 days,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,2-3 days,1-2 days,Somewhat likely,Neither unlikely or likely,Somewhat likely,more productive,5.0,6.0,5.0,5.0,5.0,1.0,5.0,5.0
1944,1982,Female,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,2-3 days,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2-3 days,2-3 days,Very likely,Somewhat likely,Very likely,much more productive,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0
1945,1986,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,4-5 days,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,3-4 days,3-4 days,Somewhat unlikely,Somewhat likely,Neither unlikely or likely,much more productive,2.0,8.0,3.0,3.0,0.0,10.0,2.0,4.0
1946,1990,Female,Other,Other,Between 5 and 19,Yes,Multiple family household,Between 6 and 12 months,Metro,4-5 days,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,0-1 days,4-5 days,Somewhat likely,Neither unlikely or likely,Somewhat unlikely,less productive,2.0,8.0,5.0,2.0,1.0,8.0,3.0,5.0
1947,1990,Female,Other Services,Other,Between 20 and 199,No,Couple with dependent children,Between 6 and 12 months,Regional,4-5 days,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,4-5 days,4-5 days,Somewhat likely,Very likely,Somewhat likely,much more productive,0.0,7.0,3.0,4.0,0.0,7.0,3.0,4.0
1948,1984,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,2-3 days,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2-3 days,2-3 days,Very likely,Somewhat likely,Somewhat likely,much more productive,2.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0
1949,1995,Female,Retail Trade,Other,Between 20 and 199,No,Other one family household,Between 1 and 5 years,Metro,4-5 days,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,4-5 days,2-3 days,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,more productive,2.0,7.0,6.0,2.0,0.5,7.0,6.0,3.0
1950,1985,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,No,Other one family household,Between 1 and 5 years,Metro,1-2 days,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,1-2 days,1-2 days,Somewhat unlikely,Somewhat likely,Somewhat unlikely,more productive,2.0,10.0,2.0,4.0,2.0,10.0,4.0,3.0
1951,1991,Male,Other,Other,More than 200,No,Single person,Between 1 and 5 years,Metro,2-3 days,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,4-5 days,1-2 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,less productive,2.0,8.0,3.0,3.0,1.0,8.0,4.0,3.0
1952,1983,Male,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,4-5 days,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,4-5 days,4-5 days,Somewhat likely,Somewhat likely,Somewhat likely,more productive,2.0,8.0,2.0,4.0,1.0,8.0,4.0,4.0
1953,1980,Female,Health Care and Social Assistance,Other,Between 5 and 19,Yes,Couple with dependent children,Between 1 and 5 years,Regional,1-2 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1-2 days,1-2 days,Neither unlikely or likely,Neither unlikely or likely,Somewhat unlikely,same productivity,3.0,6.0,4.0,4.0,1.0,6.0,4.0,6.0
1954,1996,Female,Other Services,Other,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,3-4 days,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,3-4 days,4-5 days,Somewhat likely,Very likely,Somewhat likely,more productive,1.0,8.0,4.0,3.0,1.0,7.0,5.0,2.0
1955,1977,Male,Education and Training,Professionals - Education Professionals,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,1-2 days,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,0-1 days,4-5 days,Very unlikely,Very unlikely,Very unlikely,much more productive,2.0,8.0,5.0,3.0,0.0,10.0,5.0,3.0
1956,1977,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,More than 5 years,Metro,1-2 days,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,1-2 days,1-2 days,Somewhat likely,Very likely,Very likely,much more productive,3.0,5.0,5.0,3.0,5.0,4.0,7.0,4.0
1957,1982,Male,Other,Other,Between 5 and 19,Yes,Couple with dependent children,Between 1 and 5 years,Regional,0-1 days,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,0-1 days,0-1 days,Neither unlikely or likely,Very unlikely,Neither unlikely or likely,same productivity,1.0,8.0,5.0,3.0,0.0,5.0,7.0,5.0
1958,1957,Female,Health Care and Social Assistance,Other,More than 200,No,Single person,More than 5 years,Regional,1-2 days,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,0-1 days,2-3 days,Somewhat likely,Very likely,Neither unlikely or likely,less productive,2.0,8.0,6.0,2.0,1.0,8.0,7.0,2.5
1959,1982,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,2-3 days,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,2-3 days,0-1 days,Very unlikely,Neither unlikely or likely,Somewhat likely,much more productive,2.0,1.0,10.0,2.0,0.5,8.0,4.0,2.5
1960,1983,Male,Other,Managers - Specialist Managers,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Regional,1-2 days,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1-2 days,1-2 days,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,much more productive,1.0,7.0,4.0,4.0,1.0,7.0,3.0,3.0
1961,1962,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,4-5 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,2-3 days,2-3 days,Somewhat likely,Neither unlikely or likely,Somewhat likely,same productivity,2.0,8.0,5.0,2.0,0.0,8.0,7.0,2.0
1962,1972,Female,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4-5 days,4-5 days,Very likely,Very likely,Very likely,much more productive,0.0,8.0,3.0,6.0,0.0,8.0,5.0,4.0
1963,1985,Male,Other,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Single person,Between 1 and 5 years,Metro,1-2 days,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,3-4 days,3-4 days,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,same productivity,1.0,9.0,4.0,2.0,0.5,9.5,4.0,2.0
1964,1983,Female,Financial and Insurance,Managers - Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,3-4 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,2-3 days,2-3 days,Somewhat likely,Neither unlikely or likely,Somewhat likely,more productive,4.0,8.0,1.0,3.0,0.0,8.0,4.0,4.0
1965,1975,Female,Other Services,Other,Between 1 and 4,No,One parent family with dependent children,Between 1 and 5 years,Regional,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4-5 days,1-2 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,same productivity,1.0,6.0,6.0,4.0,1.0,7.0,4.5,4.5
1966,1963,Female,Other,Other,More than 200,No,Couple with no dependent children,More than 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,4-5 days,4-5 days,Neither unlikely or likely,Neither unlikely or likely,Very unlikely,same productivity,0.0,8.0,4.0,5.0,0.0,8.0,4.0,5.0
1967,1986,Female,Other,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional,2-3 days,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,2-3 days,2-3 days,Very unlikely,Very unlikely,Very unlikely,same productivity,1.5,8.5,2.0,5.5,0.5,8.0,3.0,5.5
1968,1993,Female,Education and Training,Professionals - Education Professionals,More than 200,No,Single person,Between 1 and 5 years,Metro,0-1 days,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,0-1 days,0-1 days,Very unlikely,Very unlikely,Very unlikely,same productivity,1.5,9.5,6.0,3.0,0.0,12.0,4.0,2.0
1969,1995,Female,Health Care and Social Assistance,Other,More than 200,No,One parent family with dependent children,Between 1 and 5 years,Metro,1-2 days,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,2-3 days,2-3 days,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,less productive,2.0,8.0,4.0,2.0,0.0,8.0,6.0,2.0
1970,1991,Female,Other,Managers - Specialist Managers,Between 20 and 199,Yes,Single person,Between 1 and 5 years,Metro,1-2 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,2-3 days,2-3 days,Very unlikely,Very unlikely,Somewhat unlikely,much more productive,4.0,8.0,4.0,1.0,1.0,10.0,4.0,1.0
1971,1994,Female,Financial and Insurance,Managers - Specialist Managers,Between 20 and 199,Yes,Single person,Between 6 and 12 months,Metro,0-1 days,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,0-1 days,0-1 days,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,much more productive,5.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0
1972,1974,Male,Other,Managers - Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,4-5 days,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,2-3 days,0-1 days,Somewhat likely,Somewhat likely,Neither unlikely or likely,same productivity,2.0,8.0,3.0,4.0,0.0,8.0,4.0,4.0
1973,1979,Female,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro,4-5 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4-5 days,3-4 days,Somewhat likely,Somewhat likely,Somewhat likely,much more productive,1.0,8.0,4.0,4.0,0.0,8.0,5.0,4.0
